Y,MOE,EAR,MAR
0,2.314486469542524,0.3355416774640941,0.7766066724582473
0,2.4510872112285806,0.2958458255160068,0.7251439194176462
0,2.192437341268497,0.3487758106277812,0.7646691109515374
0,2.562566910654533,0.2781913058149917,0.7128838351132737
0,3.136548136125626,0.2262992383607316,0.7097984542870016
0,2.2912414272993167,0.3200310904993766,0.7332684925759486
0,2.5748014685313354,0.275292802805592,0.7088243129399456
0,2.945115154097592,0.2698345906607564,0.7946939420547142
0,2.697770588776277,0.2858097394549743,0.7710491090874403
0,3.1052730400239046,0.2537029103006545,0.7878168075322257
0,2.74192045945898,0.2782653131539395,0.7629813552945466
0,2.443432891864379,0.3187163354560685,0.7787619772278389
0,2.629675816003807,0.2993815785516656,0.7872764968743589
0,2.746021488574891,0.2943988756239686,0.8084256386757045
0,3.0380526173912505,0.2613317983778913,0.7939397540695153
0,2.6116598104277253,0.3067162716504337,0.8010385598736705
0,2.6634643575247425,0.3055260887966697,0.8137578478038694
0,2.560153547481387,0.3105993385123274,0.7951819983377072
0,3.1846915601086807,0.2476170567515208,0.7885839507755205
0,2.928151369357951,0.2669997919266772,0.7818158063483877
0,2.635245998553268,0.3013084232314348,0.7940218166510331
0,2.5428916970348614,0.3189526128295068,0.8110619509117277
0,2.580480442762343,0.3057537629397679,0.7889916055670646
0,2.6146675568816145,0.293832125359301,0.7682733253465358
0,2.780542123748044,0.2933072627352875,0.8155531992367018
0,2.2421272684145674,0.3372076499116784,0.7560624669849674
0,2.2789760553315057,0.3376151310195859,0.7694167995112454
0,2.312702477694241,0.3354702062590791,0.7758427772079702
0,2.566431898328655,0.3069743086827425,0.7878286577707776
0,2.3531446108886125,0.339050050285094,0.7978337986498821
0,2.09863849181816,0.3950672257416015,0.8291032867971394
0,2.355064980449925,0.3491520252188083,0.8222757074459843
0,2.361506217726205,0.3284114066608856,0.7755455788018906
0,2.66359860860068,0.3015045618896784,0.8030871315361051
0,2.795726342814522,0.291638539305912,0.8153415469174866
0,2.3056369516416177,0.3401465736943277,0.7842545092839307
0,2.598363109535419,0.3080626737001188,0.8004586867672359
0,2.5728319068236245,0.3052357705048698,0.7853203294588222
0,2.372177418730703,0.3328201177351375,0.7895083677905872
0,2.6133679385866,0.3065241565089079,0.801060403022681
0,2.3301381809364927,0.3440750437143416,0.8017423964661806
0,2.811090266939531,0.2606554540487872,0.73272600990125
0,2.134603668335377,0.3282837430228785,0.700755682111505
0,1.9815074215205644,0.3419014828989254,0.6774803257931072
0,2.2604788916151746,0.3134870199468024,0.708630791385092
0,2.12465942754932,0.357418245054183,0.759392043932503
0,2.229921389071347,0.3302730145592602,0.7364828593987669
0,2.1224258213319014,0.3644626918692856,0.7735450281355043
0,2.120076852545992,0.3458185069160043,0.7331618116946365
0,2.167205910692142,0.3255559500969445,0.7055467793110942
0,2.218719787771158,0.3373453625937528,0.7484748312995958
0,2.3518903435190337,0.3420531031218909,0.8044713902030957
0,2.445462551677464,0.3258995118993708,0.7969750519598751
0,2.547701947249285,0.3230986382330489,0.823159029779931
0,2.5413414836254566,0.3234492262543699,0.8219949365267862
0,2.9217933134442964,0.2836421962884909,0.8287438725263675
0,2.5039252295298025,0.3305465852332649,0.8276639343004953
0,2.715338499047032,0.3028732708023313,0.8224034525418675
0,2.7633557868846825,0.3025449851485017,0.8360394355030526
0,2.577775996670669,0.3192545073329226,0.8229666058317283
0,2.654934022796834,0.3234492262543699,0.8587363554300375
0,2.7221583805898626,0.3080614705148096,0.8385921136987258
0,2.474027798511534,0.3262146575908194,0.8070641311616089
0,2.540339203251757,0.3215780429182382,0.8169173093301768
0,4.06749499716902,0.1886642670117261,0.7673909622147559
0,2.537858948067875,0.3241325473169162,0.8226026855682697
0,2.739601179298724,0.3010670617926726,0.8248036775352077
0,2.602393729723738,0.2994800856265396,0.779365097011635
0,2.545275236224866,0.3125078413052744,0.7954184696004053
0,2.5568608297202884,0.3151007410712989,0.805668742261039
0,2.575572566179813,0.326142213116616,0.8400029367763264
0,2.5653515873245274,0.3213919393262868,0.8244833217039981
0,2.5662543191445484,0.3232896528233224,0.8296434678925925
0,2.3713705632586928,0.3356086449134257,0.7958524613228369
0,2.5755626980840924,0.3155204293415107,0.8126426482954726
0,2.695415251533339,0.3125374595214382,0.8424182350695681
0,2.627519048639845,0.3099032318167589,0.8142766448335836
0,2.6769747017563392,0.2987199893851269,0.7996658544929068
0,2.453265452811388,0.3309052548763965,0.8117984299420106
0,2.64158160086096,0.320928378269852,0.8477584992317874
0,2.600065094032955,0.3133372537761779,0.8146972562035859
0,2.557032080422713,0.3194696073670787,0.8168940347576685
0,2.689404503514043,0.3180152457639433,0.8552716341436742
0,2.594111488251403,0.3002182008138845,0.7787994837134646
0,2.721481447308417,0.3076653196102732,0.8373054592995731
0,2.408067244686386,0.3429999429028115,0.8259669274335611
0,2.46088821475653,0.3212888517900251,0.7906559489027303
0,2.2801188826230145,0.3466649930306977,0.7904373965536696
0,2.6795950118195164,0.2945730005688752,0.7893363429410659
0,2.3366432026922745,0.339816436842308,0.7940297673106876
0,2.5243221428985088,0.3217277037074871,0.8121443664527005
0,2.3432015437864724,0.3374861597682372,0.7907980905755014
0,2.4146707100870035,0.337338837617619,0.8145622105700605
0,2.25718357991864,0.3575478391796734,0.8070511116317491
0,2.165948454582647,0.3677435118724615,0.7965134912229532
0,2.2341282528937647,0.3744214194303153,0.8365054716378543
0,2.200386627742151,0.4007729332651685,0.881855403117674
0,2.328747230474133,0.3490600458755377,0.8128726151018326
0,2.597746298809798,0.3355550093164819,0.8716867834989782
0,2.3671388254813106,0.3499452608313528,0.8283690137070794
0,2.5076849988299443,0.3397538701879528,0.8519956835647454
0,2.7368437840344466,0.3093207530602967,0.846562580285927
0,2.49379409355447,0.3308738391682511,0.825131225829476
0,2.2745820913741976,0.3585863087109401,0.8156339960058838
0,2.4113903072056404,0.3441312509769692,0.829834763012415
0,2.4197278742793578,0.3495725345205418,0.845870405861838
0,2.2914060978678896,0.3515236701041704,0.8054834812215966
0,2.597452592030585,0.3123795064539744,0.8113909587361107
0,2.2764496181702145,0.353759994716952,0.8053168048973024
0,2.3425454151072684,0.3417966231995147,0.8006741125751697
0,2.487559801714895,0.3374856520469342,0.8395157416874938
0,2.2346289498550647,0.3561226456374524,0.7958019736404277
0,2.672072222289912,0.309162777847004,0.8261052708509664
0,2.505276625517528,0.3492888412857615,0.87506516962732
0,2.218126441766844,0.3312527314457662,0.7347604425273454
0,2.4772560094372578,0.3152478569724272,0.7809496481471623
0,2.1952937055331745,0.3401272696340889,0.7466792541079001
0,2.501891241611021,0.3089650932569325,0.7729970607830522
0,2.249578346145213,0.3424689161815551,0.7704106580698464
0,3.403357048623419,0.2269904826776052,0.7725296591912598
0,2.2182124908833885,0.3577157846174105,0.793489621624492
0,2.398113388433836,0.3219458308774509,0.7720626073776704
0,2.4342749354719886,0.3309530909859605,0.8056308142041042
0,2.428886394718369,0.3169014084507042,0.7697175194530045
0,2.561834859670352,0.3126207438960989,0.8008827195691037
0,2.369292309142536,0.3401465736943277,0.8059066610351554
0,2.201602012696213,0.3376903383600561,0.7434597286015645
0,2.301388903470896,0.3382884259393596,0.7785332296294781
0,2.154210474412901,0.3729066987070547,0.8033195163334731
0,2.0948657521057417,0.3678649235931044,0.7706276298361899
0,2.4051443623444726,0.3143197005988373,0.7559842558690961
0,2.272732673669257,0.3350599840356559,0.7615017733569347
0,2.417947035828804,0.3217888249344495,0.7780683354130861
0,2.277898894682453,0.342347666071743,0.7798333701419413
0,2.693583883789948,0.2930859720201254,0.7894516507983212
0,2.382187050850524,0.3285808080108087,0.7827409460013507
0,2.3106822671029006,0.3304671507396192,0.763604585074059
0,2.554181728590342,0.3147866771241634,0.8040223791142056
0,2.356851480290305,0.332964508268912,0.7847478941977191
0,2.2916694385907146,0.3371203570537077,0.7725684193867716
0,2.34437826330368,0.3324701467311508,0.779435785193895
0,3.4277770908044967,0.2429289166450608,0.8327061751698945
0,2.6094842513810974,0.285785502298036,0.7457527675197613
0,2.0425557370469645,0.3520800988974014,0.71914322590295
0,2.175027311807969,0.3353928810418085,0.7294886764518947
0,2.1944197587846803,0.3425705443790485,0.7517435713630082
0,2.5957514237503148,0.2867647058823528,0.7443698935754579
0,2.247957260729152,0.3239115358585996,0.72813928886727
0,2.3602085656541765,0.3238077543467226,0.7642538354343782
